微博id,微博正文,头条文章url,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
K53ecyyev,#全国两会#【集成电路为什么这么难？#政协委员回应芯片卡脖子问题#】政协委员周玉梅：我们国家跟世界先进技术相比还有差距，更需要我们加大加快投入力度。#集成电路是从业人员的长征路#，科技工作者一直在与时间赛跑。我们的芯片从无到有，从有到成，不断前进。集成电路产业对一个国家来说至关重要，关乎现在也影响未来，希望更多目光关注集成电路产业，更多优秀人才投身集成电路产业，希望更多学子报考集成电路专业。 http://t.cn/A6tWur6m ,,无,无,无,2021-03-07 09:13,微博视频号,13247,1519,1305
K52Z4mis3,【#政协委员称分数不是教育的全部#】#第二场委员通道采访直播#，全国政协委员唐江澎表示，学生没有分数，就过不了今天的高考，但如果只有分数，恐怕也赢不了未来的大考。分数是重要的，但分数不是教育的全部内容，更不是教育的根本目标。好的教育应该是培养终生运动者、责任担当者、问题解决者和优雅生活者，给孩子们健全而优秀的人格，赢得未来的幸福，造福国家社会。 http://t.cn/A6tWnEBo ,,无,无,无,2021-03-07 08:36,微博视频号,21398,2571,2210
K52VRh4kv,【#31省区市本土零新增#，#31省区市新增确诊13例均为境外输入#】3月6日0—24时，31个省（自治区、直辖市）和新疆生产建设兵团报告新增确诊病例13例，均为境外输入病例（四川7例，广东4例，上海2例）；无新增死亡病例；新增疑似病例1例，为境外输入病例（在上海）。当日新增治愈出院病例13例，解除医学观察的密切接触者517人，重症病例较前一日减少1例。境外输入现有确诊病例165例（无重症病例），现有疑似病例1例。累计确诊病例5072例，累计治愈出院病例4907例，无死亡病例。截至3月6日24时，据31个省（自治区、直辖市）和新疆生产建设兵团报告，现有确诊病例173例（无重症病例），累计治愈出院病例85166例，累计死亡病例4636例，累计报告确诊病例89975例，现有疑似病例1例。累计追踪到密切接触者980994人，尚在医学观察的密切接触者4358人。31个省（自治区、直辖市）和新疆生产建设兵团报告新增无症状感染者11例（均为境外输入）；当日转为确诊病例5例（均为境外输入）；当日解除医学观察19例（均为境外输入）；尚在医学观察无症状感染者243例（境外输入241例）。累计收到港澳台地区通报确诊病例12089例。其中，香港特别行政区11074例（出院10622例，死亡202例），澳门特别行政区48例（出院47例），台湾地区967例（出院932例，死亡10例）。 [组图共3张] 原图 ,,"http://ww3.sinaimg.cn/large/0033ImPzly1gob2kz7vtgj60j60wb11f02.jpg,http://ww3.sinaimg.cn/large/0033ImPzly1gob2kzcy09j60u01ekk4y02.jpg,http://ww4.sinaimg.cn/large/0033ImPzly1gob2kzd0wzj60u01ek16s02.jpg",无,无,2021-03-07 08:28,微博 weibo.com,1379,241,243
K4YBPiBzt,【#为啥小时候的电视剧主题曲更经典#？】全国政协委员、电视剧《小龙人》《我爱我家》主题曲作者关峡表示，抓住情感点，歌曲才能被人记住。《小龙人》歌词“就不告诉你”抓住童趣，《我爱我家》主打家的温馨。关峡认为，歌曲创作要与大众共情，不能只强调个人体验。#全国两会#  人民日报的微博视频  ,,无,无,无,2021-03-06 21:28,微博视频号,4605,614,648
K4Y96aDI0,【#代表建议将肿瘤筛查纳入医保#，抓住“癌症唯一治疗机会”】3月6日，全国人大代表、山东省肿瘤医院院长于金明建议将肿瘤筛查纳入医保。于金明称，癌症患者只有一次治疗机会，如果早期误诊、误治导致患者病情发展到中晚期，再花人力、物力、财力也难以补救。他#建议加大肿瘤早期筛查力度#。#全国两会#http://t.cn/A6tWPtHy ,,无,无,无,2021-03-06 20:17,微博视频号,132335,4928,4786
K4X6C5N8K,【#人民日报记者的两会Vlog#：今年两会，采访委员在这里】预约视频采访间、采访政协委员、报道小组讨论……#全国两会#进行中，前方记者的一天是如何度过的？戳视频↓↓@人民日报 记者小何告诉你！#两会vlog#人民日报的微博视频  ,,无,无,无,2021-03-06 17:38,微博视频号,1884,194,195
K4WL6dzmr,【人大代表#建议南方试点清洁能源供暖#】全国人大代表、华中师范大学教授周洪宇建议，在南方城市启动清洁低碳供暖试点示范工程。“十四五”时期，优先考虑具有较好基础的10个重点城市（上海、南京、苏州、无锡、杭州、合肥、镇江、常州、武汉、宁波），同时再遴选10个试点城市，惠及40万户居民，覆盖4000万平方米供暖面积。#全国两会#http://t.cn/A6tONYaS 原图 ,,http://wx3.sinaimg.cn/large/0033ImPzly1goaa1m4oggj60m80v6ds902.jpg,无,无,2021-03-06 16:45,微博 weibo.com,5547,664,1122
K4WuD4PCA,【#浙江省委书记用英语接受采访#：Welcome to the city of Hangzhou】3月6日，浙江省委书记袁家军接受采访，在回答有关2022年亚运会的提问时，直接用英文推介浙江，向全世界友人发出真诚的邀请。  人民日报的微博视频  ,,无,无,无,2021-03-06 16:04,微博视频号,13043,914,1119
K4WhpkNVt,#全国两会#【#王俊凯探秘最高检Vlog#第2季】近日，@TFBOYS-王俊凯 在工作人员的带领下，打卡了最高检司法鉴定中心的卫星遥感应用实验室、生态环境检测实验室、食品检测实验室。检察官们是如何运用“黑科技”办理公益诉讼案件的呢？戳视频，一起了解↓（最高检）  人民日报的微博视频  ,,无,无,无,2021-03-06 15:32,微博视频号,42394,1003077,2213
K4VTNcbCa,#全国两会#【有点上头！#2分钟神曲get两会民生热点#】“生活它不容易，我们每个人都在努力呀；生活也有欣喜，我们每个人都有期盼啊……”政府工作报告里有哪些民生热点？一起听↓↓这歌，赵老哥李大妈郑阿姨王阿弟听了都说好中国政府网的微博视频  ,,无,无,无,2021-03-06 14:34,微博视频号,2976,766,338
K4VK5fZKE,【雷霆玫瑰，势不可挡！#空军唯一一支女子特战小队#】这支女子特战小队共22名队员，是空军第一支也是唯一一支女子特战小队。去年9月，女子特战小队首次成建制携装空降。无气象资料、无地面标识、无指挥引导，#特战女兵成功实施夜间武装伞降#，戳视频↓央视军事的微博视频  ,,无,无,无,2021-03-06 14:10,微博视频号,8262,1430,783
K4VaD7fVS,【大自然的调色盘！#江西安福万亩油菜花如诗如画#】江西省安福县洋溪镇，油菜花漫山遍野，吸引了大量游客。农居点缀在花海间，如诗如画。伫立其中，沁人心脾。新华网的微博视频  ,,无,无,无,2021-03-06 12:42,微博视频号,2526,473,621
K4Ux34GKk,【划重点！#10个字速读政府工作报告#】10个关键字，带你了解#政府工作报告#。转存！#全国两会#  [组图共10张] 原图 ,,"http://ww3.sinaimg.cn/large/0033ImPzly1goa03n58npj60k00u0qe202.jpg,http://ww2.sinaimg.cn/large/0033ImPzly1goa03n6nsij60k00u0qdq02.jpg,http://ww2.sinaimg.cn/large/0033ImPzly1goa03ne3akj60k00u07wh02.jpg,http://ww3.sinaimg.cn/large/0033ImPzly1goa03nbrt3j60k00u07wh02.jpg,http://ww1.sinaimg.cn/large/0033ImPzly1goa03nic11j60k00u07wh02.jpg,http://ww1.sinaimg.cn/large/0033ImPzly1goa03nedalj60k00u07wh02.jpg,http://ww3.sinaimg.cn/large/0033ImPzly1goa03ns1pcj60k00u07wh02.jpg,http://ww3.sinaimg.cn/large/0033ImPzly1goa03nss0zj60k00u07wh02.jpg,http://ww4.sinaimg.cn/large/0033ImPzly1goa03oah2jj60k00u07wh02.jpg,http://ww3.sinaimg.cn/large/0033ImPzly1goa03nodfwj60k00u0qd002.jpg",无,无,2021-03-06 11:05,微博 weibo.com,4495,1931,530
K4Uf8AUNd,【敲黑板！#3分钟看未来5年生活如何改变#】未来5年，哪些领域有更多新机会？你我的生活又会有哪些新变化？戳视频↓↓看#未来5年你的生活这样改变#↓↓别错过，转发收藏！#全国两会#  人民日报的微博视频  ,,无,无,无,2021-03-06 10:21,微博视频号,16575,4854,981
K4TZY0My0,#全国两会#【政协#委员建议规范网瘾诊断标准#】全国政协委员丁洁表示，网络成瘾对于青少年的身心健康与学业发展会造成巨大危害。目前，针对青少年网络成瘾的规范化诊疗指南尚未制定。部分机构对网瘾采用的对症或治疗措施的有效性没有得到系统研究和证实，甚至可能对青少年的身心健康带来二次伤害。建议健全相关法律法规，加大监管力度；建立规范的网络成瘾诊断标准，加强青少年网络成瘾筛查。http://t.cn/A6tOCwp8 原图 ,,http://wx2.sinaimg.cn/large/0033ImPzly1go9xwbdvgzj60m80tbtjl02.jpg,无,无,2021-03-06 09:43,微博 weibo.com,4498,404,512
K4TJ6BT2A,【超震撼！#2分钟看中国GDP攀升曲线#】#中国GDP增长动态图#↓↓小红线，向上攀！#全国两会#  人民日报的微博视频  ,,无,无,无,2021-03-06 09:02,微博视频号,287432,42993,18109
K4TGitIpa,【#31省区市本土零新增#，#31省区市新增确诊10例均为境外输入#】3月5日0—24时，31个省（自治区、直辖市）和新疆生产建设兵团报告新增确诊病例10例，均为境外输入病例（天津3例，广东3例，陕西2例，上海1例，四川1例）；无新增死亡病例；无新增疑似病例。当日新增治愈出院病例15例，解除医学观察的密切接触者435人，重症病例与前一日持平。境外输入现有确诊病例163例（其中重症病例1例），无现有疑似病例。累计确诊病例5059例，累计治愈出院病例4896例，无死亡病例。截至3月5日24时，据31个省（自治区、直辖市）和新疆生产建设兵团报告，现有确诊病例173例（其中重症病例1例），累计治愈出院病例85153例，累计死亡病例4636例，累计报告确诊病例89962例，无现有疑似病例。累计追踪到密切接触者980565人，尚在医学观察的密切接触者4451人。31个省（自治区、直辖市）和新疆生产建设兵团报告新增无症状感染者23例（均为境外输入）；当日转为确诊病例1例（为境外输入）；当日解除医学观察21例（均为境外输入）；尚在医学观察无症状感染者256例（境外输入254例）。累计收到港澳台地区通报确诊病例12074例。其中，香港特别行政区11066例（出院10604例，死亡201例），澳门特别行政区48例（出院47例），台湾地区960例（出院928例，死亡9例）。 [组图共3张] 原图 ,,"http://ww4.sinaimg.cn/large/0033ImPzly1go9wypbhuoj60j60wbwql02.jpg,http://ww1.sinaimg.cn/large/0033ImPzly1go9wyswvo0j60u01ek7wh02.jpg,http://ww3.sinaimg.cn/large/0033ImPzly1go9wyw1jc9j60j60wbk3402.jpg",无,无,2021-03-06 08:55,微博 weibo.com,1378,224,241
K4Twa4JWE,【年轻人关心的这些事，#政府工作报告#都提到了！】求学、就业、科研、收入…#10个年轻人关心的热点有答案了#↓↓收藏，了解！#全国两会#  [组图共10张] 原图 ,,"http://ww3.sinaimg.cn/large/0033ImPzly1go9vrvj1dbj60m80qnwln02.jpg,http://ww2.sinaimg.cn/large/0033ImPzly1go9vrvhozbj60m80qnjx002.jpg,http://ww4.sinaimg.cn/large/0033ImPzly1go9vrvgfiyj60m80qngs602.jpg,http://ww3.sinaimg.cn/large/0033ImPzly1go9vrve72fj60m80qn79c02.jpg,http://ww2.sinaimg.cn/large/0033ImPzly1go9vrvhyjbj60m80qn0y202.jpg,http://ww4.sinaimg.cn/large/0033ImPzly1go9vrvjf66j60m80qnwl102.jpg,http://ww3.sinaimg.cn/large/0033ImPzly1go9vrvk302j60m80qnn1v02.jpg,http://ww2.sinaimg.cn/large/0033ImPzly1go9vrvkw49j60m80qnaf002.jpg,http://ww1.sinaimg.cn/large/0033ImPzly1go9vrvm2i1j60m80qngqq02.jpg,http://ww2.sinaimg.cn/large/0033ImPzly1go9vrvnsupj60m80qn79d02.jpg",无,无,2021-03-06 08:30,微博 weibo.com,98204,9578,3766
K4TkqeE7n,【#人民锐评#：#完善香港特区选举制度#是发展优质民主重要探索】中央主导香港选举制度完善，权力所系、职责所在，是为了保障香港民主制度更健康、更顺利地向前发展。香港广大民众被无休止的政治争拗、社会撕裂桎梏已久，早已盼望中央出手革除弊端。这既是香港福祉所系，也完全是中国内政。我们不干涉别国内政，也奉劝别国不要对我国地方行政区域的民主发展说三道四。http://t.cn/A6tOXyBi 原图 ,,http://wx3.sinaimg.cn/large/0033ImPzly1go9uwqo2tdj60u018ggok02.jpg,无,无,2021-03-06 08:01,微博 weibo.com,4289,713,550
K4T81F3r4,#政府工作报告#【一起加油！#未来5年中国要办成这些事#】“十四五”时期主要目标任务，9图“词云”海报带你速览↓转发收藏，为了更好的中国，共同努力！#全国两会#  [组图共9张] 原图 ,,"http://ww3.sinaimg.cn/large/0033ImPzly1go9u1wuzbhj60m80v7nda02.jpg,http://ww3.sinaimg.cn/large/0033ImPzly1go9u1wrvtoj60m80v7gyz02.jpg,http://ww4.sinaimg.cn/large/0033ImPzly1go9u1wuls2j60m80v715l02.jpg,http://ww2.sinaimg.cn/large/0033ImPzly1go9u1wtudrj60m80v7wu702.jpg,http://ww3.sinaimg.cn/large/0033ImPzly1go9u1wurt7j60m80v7ane02.jpg,http://ww4.sinaimg.cn/large/0033ImPzly1go9u1wrv5jj60m80ts7bg02.jpg,http://ww4.sinaimg.cn/large/0033ImPzly1go9u1wxbhdj60m80tstfk02.jpg,http://ww2.sinaimg.cn/large/0033ImPzly1go9u1wypn1j60m80ts7fb02.jpg,http://ww3.sinaimg.cn/large/0033ImPzly1go9u1wzxjjj60m80tsqdq02.jpg",无,无,2021-03-06 07:30,微博 weibo.com,7355,5357,2070
K4Q8c7gkf,【#你好，明天#】全国人大#完善香港特区选举制度#，港区全国人大代表和政协委员发声明支持。那些妄图夺取香港管治权的把戏该收场了，那些为反中乱港分子撑腰的势力该散场了。坚守“一国”之本，善用“两制”之利，原则问题不容讨价还价。爱国者治港，害港者退场，让东方之珠重新焕发光彩！  原图 ,,http://wx3.sinaimg.cn/large/0033ImPzly1go9gsa8ta6j60u014tjwn02.jpg,无,无,2021-03-05 23:53,微博 weibo.com,4203,507,590
K4PJNvSla,【夜读：获得幸福感的四种方式】①发现小确幸：若有幸能常常感受到，汇聚起来，便是大欢喜；②享受小满足：学会认可当下的成果，及时给自己以肯定；③感知小美好：把平常的日子过成诗，就是对幸福最好的诠释；④常怀小感动：为了已拥有的而努力珍惜，而不是为了未得到的而满腹抱怨。 http://t.cn/A6tOhh09 ,,无,无,无,2021-03-05 22:52,微博 weibo.com,4854,2137,978
K4PmAqUL0,【政协委员#建议将洗稿列为侵犯版权的法定情形#】全国政协委员、重庆静昇律师事务所创始合伙人彭静表示，建议《著作权法》及《著作权法实施条例》将“洗稿”明确列为侵犯版权的法定情形，同时规定“洗稿”行为应承担的法律责任。必要时组建专家委员会对“洗稿”行为进行认定，并加强社会公众对洗稿行为的规范监督，以确保查处的程序正当和结果公正。#全国两会#（澎湃新闻） 原图 ,,http://wx3.sinaimg.cn/large/0033ImPzly1go9dfjjk1yj60m80v6k3r02.jpg,无,无,2021-03-05 21:55,微博 weibo.com,2791,307,316
K4PdDgypq,【泪目！#98年洪水中抱树女孩成为警察#，曾请战抗疫】23年前那场洪水中，奶奶用双手把6岁的江珊推上了一棵白杨树，让她抱紧不要松手……9个小时后，一名武警消防官兵将她救了下来。如今江珊已是一名人民警察，她说：“23年前，我的命是武警消防官兵救的，他们奋不顾身，置生死于度外，非常伟大。”http://t.cn/A6tpILrZ ,,无,无,无,2021-03-05 21:33,微博视频号,7689,729,573
K4OVqtEWw,【#河南博物院复原古乐器演绎清平乐#，院长希望更多学子加入考古文博队伍】《唐宫夜宴》“出圈”带火河南博物院，该院古乐团演绎的《清平乐》再次吸引关注。全国政协委员、河南博物院院长马萧林认为，博物馆要放下包袱，和年轻人真诚交流对话。他希望更多学子看前景，加入考古文博队伍。#全国两会#  http://t.cn/A6t0mWTc ,,无,无,无,2021-03-05 20:48,微博视频号,58422,5165,2391
K4Oxd67G4,【#70国强调香港事务是中国内政#，同意请转！】3月5日，在日内瓦举行的联合国人权理事会第46届会议上，白俄罗斯代表70个国家作共同发言，强调香港事务是中国内政，外界不应干涉。共同发言指出，不干涉主权国家内政是《联合国宪章》重要原则，是国际关系的基本准则。支持中国在香港特别行政区实行“一国两制”。《中华人民共和国香港特别行政区维护国家安全法》实施后，香港摆脱了动荡局势，逐渐恢复稳定。香港特区是中国不可分离的部分，香港事务是中国内政，外界不应干涉。敦促有关方面切实尊重中国主权，停止干涉香港事务和中国内政。（人民日报记者张朋辉） 原图 ,,http://wx4.sinaimg.cn/large/0033ImPzly1go9bm9n605j60sg1ekwjc02.jpg,无,无,2021-03-05 19:49,微博 weibo.com,37868,3985,2268
K4OsGhsPu,【人大代表#建议将近视防控节点前移至0岁#】全国人大代表、山东中医药大学附属眼科医院院长毕宏生表示，当前对青少年近视防控的关注点主要集中在小学，建议将近视防控节点前移至0岁，从孩子出生就进行新生儿眼保健和视力检查，幼儿园常态开展近视筛查。#全国两会#http://t.cn/A6t08RoZ  原图 ,,http://wx3.sinaimg.cn/large/0033ImPzly1go99g1iybnj60m80v6tkb02.jpg,无,无,2021-03-05 19:38,微博 weibo.com,7008,780,927
K4OeVezAX,【你期待吗？#电影雷锋完成上色修复#】拍摄于上世纪60年代的红色经典影片《雷锋》，激励感染了一代又一代人。但受当时技术条件限制，全片黑白。近日，湖南红色经典影像修复工程通过5G云、4K、AI修复上色等技术手段，历经90多天，完成了《雷锋》的上色修复工作，电影从黑白变成彩色。http://t.cn/A6t0x7nL  http://t.cn/A6t0HFqB ,,无,无,无,2021-03-05 19:04,微博视频号,4684,826,587
K4NXhDCBB,【政协委员#建议将HPV疫苗接种纳入医保#】全国政协委员，农工党中央常委、宁夏区委会主委戴秀英提出，将接种HPV疫苗纳入医保，提供部分按比例报销，或由相应的基金资助；针对贫困地区妇女提供免费筛查，接种HPV疫苗优先覆盖贫困家庭适龄妇女；加快国产HPV疫苗审评审批流程，推动HPV疫苗供应企业合理制定价格。#全国两会#http://t.cn/A6t0YQgk 原图 ,,http://wx2.sinaimg.cn/large/0033ImPzly1go976mqxbjj60m80v67gn02.jpg,无,无,2021-03-05 18:20,微博 weibo.com,12705,1355,1810
K4MjXdxjS,#全国两会#【#张光北说骑假马练不出真演技#】全国政协委员、演员张光北表示，演员要尊重敬畏作品。为演吕布，他曾反复读原著，练骑马，用替身会看不起自己。现在一些演员，骑着板凳就把戏演了。真正的演技永远都会打动人，所谓流量是过眼云烟，年轻人一定要给自己身上多长功夫，这才是无价之宝。 http://t.cn/A6t0Nqov ,,无,无,无,2021-03-05 14:11,微博视频号,27096,1229,1419
K4M1Vjoex,【转发传递！#为什么要完善香港特区选举制度#？】受全国人大常委会委托，王晨作关于全国人民代表大会关于#完善香港特区选举制度#的决定草案的说明↓↓  人民日报的微博视频  ,,无,无,无,2021-03-05 13:26,微博视频号,5716,1582,571
K4LVDAf51,#一图数读政府工作报告#↓↓转发收藏，这些目标，我们一起努力！#政府工作报告#  原图 ,,http://wx3.sinaimg.cn/large/0033ImPzly1go8zr2ee3ej60u01704qr02.jpg,无,无,2021-03-05 13:11,微博 weibo.com,2646,1794,500
K4LDobcdB,【值得收藏！横屏观看！#大长图看遍春日中国#】大美中国，春意盎然，一组#春满江山图#↓↓向着美好未来，#中国再出发#！  [组图共9张] 原图 ,,"http://ww1.sinaimg.cn/large/0033ImPzly1go8wyqyunlj60ku8u0e8102.jpg,http://ww3.sinaimg.cn/large/0033ImPzly1go8wwi3og8j60ku9dku0x02.jpg,http://ww4.sinaimg.cn/large/0033ImPzly1go8wwjt7uzj60ku97vhdt02.jpg,http://ww2.sinaimg.cn/large/0033ImPzly1go8wwlpromj60kua76u0x02.jpg,http://ww3.sinaimg.cn/large/0033ImPzly1go8wwnupb2j60ku7fw7wj02.jpg,http://ww3.sinaimg.cn/large/0033ImPzly1go8wwqlaewj60ku7f8b2b02.jpg,http://ww1.sinaimg.cn/large/0033ImPzly1go8wwwgnq0j60ku7cl7wj02.jpg,http://ww2.sinaimg.cn/large/0033ImPzly1go8wwy1pi3j60ku48bqv502.jpg,http://ww3.sinaimg.cn/large/0033ImPzly1go8wwzuw0kj60ku6nxb2a02.jpg",无,无,2021-03-05 12:26,微博 weibo.com,10667,3733,1127
K4LskCulD,【转发收藏！这些话，暖心又给力！】#政府工作报告里的暖心话#↓↓#全国两会#  [组图共13张] 原图 ,,"http://ww2.sinaimg.cn/large/0033ImPzly1go8w6kx90sj60m80xcqaz02.jpg,http://ww4.sinaimg.cn/large/0033ImPzly1go8w6kuzvpj60m80xc7cl02.jpg,http://ww4.sinaimg.cn/large/0033ImPzly1go8w6kvwqlj60m80xcajy02.jpg,http://ww2.sinaimg.cn/large/0033ImPzly1go8w6l3hh4j60m80xcdvg02.jpg,http://ww2.sinaimg.cn/large/0033ImPzly1go8w6kwdllj60m80xc48502.jpg,http://ww2.sinaimg.cn/large/0033ImPzly1go8w6kwfvhj60m80xcgsg02.jpg,http://ww3.sinaimg.cn/large/0033ImPzly1go8w6l2z0ej60m80xc7c402.jpg,http://ww3.sinaimg.cn/large/0033ImPzly1go8w6l56q5j60m80xcwqh02.jpg,http://ww1.sinaimg.cn/large/0033ImPzly1go8w6ls410j60m80xcqh002.jpg,http://ww4.sinaimg.cn/large/0033ImPzly1go8w6l5e0dj60m80xcaiu02.jpg,http://ww3.sinaimg.cn/large/0033ImPzly1go8w6lb4r2j60m80xc47002.jpg,http://ww1.sinaimg.cn/large/0033ImPzly1go8w6logulj60m80xc47k02.jpg,http://ww4.sinaimg.cn/large/0033ImPzly1go8w6lexjoj60m80xcwqv02.jpg",无,无,2021-03-05 11:58,微博 weibo.com,11317,6331,856
K4LmElH73,【#中国人均粮食占有量在474公斤#】农业农村部部长唐仁健：粮食安全我们这些年已经连续保持了17年丰，最近6年一直稳定在1.3万亿斤以上，目前人均粮食的占有量在474公斤，国际通常认为400公斤是粮食标准的安全线，我们已经连续四年超过。粮食安全问题完全能保障，#我们完全能端稳中国人的饭碗#。 http://t.cn/A6t0VwUv ,,无,无,无,2021-03-05 11:44,微博视频号,8937,947,693
K4Ld7mE1M,【#发改委回应今年GDP增速目标#：#中国有底气实现今年GDP增长6%#】#十三届全国人大四次会议部长通道#上，国家发改委主任何立峰表示，一、二月多个数据说明中国企业适应形势发展变化的能力很强，中国经济韧劲很强，中国经济发展后劲很强，我们能够有信心、有决心、有实力、有底气实现今年GDP增长6%的目标。 http://t.cn/A6t0tWjE ,,无,无,无,2021-03-05 11:21,微博视频号,2725,483,261
K4LbfiiF9,【与你有关！#政府工作报告中15个民生红包# 】#中小企业宽带和专线平均资费再降10%#、企业和群众#经常办理事项今年基本实现跨省通办#⋯⋯政府工作报告的民生红包↓↓转发了解！  [组图共15张] 原图 ,,"http://ww3.sinaimg.cn/large/0033ImPzly1go8uwtfotxj60m80vye1g02.jpg,http://ww4.sinaimg.cn/large/0033ImPzly1go8uwtik53j60m80vy7qg02.jpg,http://ww4.sinaimg.cn/large/0033ImPzly1go8uwtmb8xj60m80vy4ln02.jpg,http://ww4.sinaimg.cn/large/0033ImPzly1go8uwtg9ugj60m80vyh7l02.jpg,http://ww4.sinaimg.cn/large/0033ImPzly1go8uwtikfmj60m80vytv102.jpg,http://ww4.sinaimg.cn/large/0033ImPzly1go8uwtkw00j60m80vy4l202.jpg,http://ww4.sinaimg.cn/large/0033ImPzly1go8uwtsb3rj60m80vynjv02.jpg,http://ww2.sinaimg.cn/large/0033ImPzly1go8uwtq61wj60m80vyaxg02.jpg,http://ww4.sinaimg.cn/large/0033ImPzly1go8uwtw256j60m80vyh8402.jpg,http://ww4.sinaimg.cn/large/0033ImPzly1go8uwtxfk9j60m80vyx1y02.jpg,http://ww4.sinaimg.cn/large/0033ImPzly1go8uwu1rkfj60m80vynk302.jpg,http://ww3.sinaimg.cn/large/0033ImPzly1go8uwu3euoj60m80vykfq02.jpg,http://ww4.sinaimg.cn/large/0033ImPzly1go8uwugghvj60m80vykej02.jpg,http://ww1.sinaimg.cn/large/0033ImPzly1go8uwubi0xj60m80vyh8402.jpg,http://ww2.sinaimg.cn/large/0033ImPzly1go8uwuiblwj60m80vyx1f02.jpg",无,无,2021-03-05 11:16,微博 weibo.com,33943,10348,2185
K4KR1rrcq,【直播！#十三届全国人大四次会议部长通道#】十三届全国人大四次会议“部长通道”将开启，邀请部分列席会议的国务院有关部委负责人通过网络视频方式接受采访。@人民日报 带你直击现场↓↓#全国两会# 人民日报的微博视频  ,,无,无,无,2021-03-05 10:26,微博原生直播,7866,755,306
K4KQOsqHB,民生福利！#中小企业宽带和专线平均资费再降10%#！#政府工作报告# 人民日报的微博视频  ,,无,无,无,2021-03-05 10:26,微博视频号,2239,520,271
K4KPR65l3,【#尽最大努力帮青年人缓解住房困难#】#政府工作报告#指出：坚持房子是用来住的，不是用来炒的定位，解决好大城市住房突出问题，尽最大努力帮助新市民、青年人缓解住房困难。 人民日报的微博视频  ,,无,无,无,2021-03-05 10:24,微博视频号,5960,1069,1272
K4KMy41uP,#2021年中国主要发展目标#↓↓2021GDP增速目标6%以上，城镇新增就业1100万人以上…目标已定，我们一起加油！#政府工作报告# 人民日报的微博视频  ,,无,无,无,2021-03-05 10:15,微博视频号,3277,832,437
K4KGDzQtk,#政府工作报告#【转发加油！#未来5年中国要办成这些事#】十四五期间，中国要办成这些事↓↓中国，加油！#全国两会#  [组图共10张] 原图 ,,"http://ww3.sinaimg.cn/large/0033ImPzly1go8splq6wrj60u01hce8102.jpg,http://ww3.sinaimg.cn/large/0033ImPzly1go8splum2aj60u01hc7wh02.jpg,http://ww1.sinaimg.cn/large/0033ImPzly1go8splm2tkj60u01hcb1302.jpg,http://ww2.sinaimg.cn/large/0033ImPzly1go8spllar5j60u01hc1jb02.jpg,http://ww2.sinaimg.cn/large/0033ImPzly1go8splz4hvj60u01hckjl02.jpg,http://ww1.sinaimg.cn/large/0033ImPzly1go8splngddj60u01hc7wh02.jpg,http://ww3.sinaimg.cn/large/0033ImPzly1go8spm6w4dj60u01hcqun02.jpg,http://ww2.sinaimg.cn/large/0033ImPzly1go8spm4aukj60u01hce3002.jpg,http://ww4.sinaimg.cn/large/0033ImPzly1go8spmhmkgj60u01hc7wh02.jpg,http://ww1.sinaimg.cn/large/0033ImPzly1go8spmx5nqj60u01hcx6p02.jpg",无,无,2021-03-05 10:01,微博 weibo.com,10328,4459,1047
K4KEU5Rih,【#让每个孩子都有人生出彩的机会#】#政府工作报告#指出：更好解决进城务工人员子女就学问题，高校招生继续加大对中西部和农村地区倾斜力度，努力让广大学生健康快乐成长，让每个孩子都有人生出彩的机会！#全国两会# 人民日报的微博视频  ,,无,无,无,2021-03-05 09:57,微博视频号,11705,1272,834
K4KBkqkJg,#政府工作报告#【期待！#经常办理事项今年基本实现跨省通办#】推动电子证照全国互通互认，实现更多政务服务事项网上办、掌上办、一次办。企业和群众经常办理的事项，今年要基本实现“跨省通办”。 人民日报的微博视频  ,,无,无,无,2021-03-05 09:48,微博视频号,1122,315,147
K4KljjFOV,【中国加油！#人大开幕会全体唱国歌#】十三届全国人大四次会议开幕！全体唱国歌！#全国两会# 人民日报的微博视频  ,,无,无,无,2021-03-05 09:08,微博视频号,2513,543,267
K4Kfsmgc8,【#致敬缺席的代表拉齐尼#：#拉齐尼救人同伴说好兄弟我们想你了#】3月5日的首场“代表通道”上，木沙江代表深情缅怀勇救落水儿童英勇牺牲的代表拉齐尼·巴依卡。木沙江说，好兄弟拉齐尼是自己的榜样，“雄鹰”虽然离去，但精神永存，激励每个人。“人代会开幕了，但拉齐尼再也不能来了”，“好兄弟，你没有实现的愿望，我们一起帮你完成！我们相信帕米尔雄鹰永远翱翔在祖国的蓝天！” http://t.cn/A6t0A3QR ,,无,无,无,2021-03-05 08:54,微博视频号,4310,314,237
